person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,debt_to_income,income_to_loan_ratio,credit_history_years_per_age,employment_length_to_age_ratio,loan_to_income_percent
21.0,12000,2,6.0,1,2,3000,13.61,1,0.25,1,3,0.25,4.0,0.14285714285714285,0.2857142857142857,25.0
23.0,65000,3,2.0,1,0,23000,7.9,1,0.43,0,2,0.4307692307692308,2.3214285714285716,0.08695652173913043,0.08695652173913043,43.07692307692308
26.0,85000,3,2.0,5,0,23000,7.49,1,0.33,0,3,0.32941176470588235,3.0357142857142856,0.11538461538461539,0.07692307692307693,32.94117647058823
26.0,12000,2,2.0,1,0,6100,7.51,1,0.44000000000000006,0,3,0.5083333333333333,1.9672131147540983,0.11538461538461539,0.07692307692307693,50.83333333333333
22.0,88000,3,6.0,5,1,23000,9.91,1,0.32,0,3,0.3181818181818182,3.142857142857143,0.13636363636363635,0.2727272727272727,31.818181818181817
21.0,12000,2,0.0,4,2,4200,13.48,1,0.35,1,4,0.35,2.857142857142857,0.19047619047619047,0.0,35.0
22.0,12000,2,6.0,0,0,4750,7.14,1,0.4,0,2,0.3958333333333333,2.526315789473684,0.09090909090909091,0.2727272727272727,39.58333333333333
24.0,83004,3,0.0,5,3,23000,15.99,1,0.34,1,4,0.33733314057153874,2.9644285714285714,0.16666666666666666,0.0,33.733314057153876
24.0,140250,3,2.0,1,2,18000,12.98,0,0.07,1,3,0.072,13.88888888888889,0.125,0.08333333333333333,7.199999999999999
40.5,140250,3,4.0,5,2,4800,13.57,0,0.02,0,3,0.0192,52.083333333333336,0.020833333333333332,0.027777777777777776,1.92
25.0,100000,3,5.0,0,1,23000,12.69,0,0.28,0,3,0.28,3.5714285714285716,0.12,0.2,28.000000000000004
26.0,110000,3,10.0,1,0,23000,8.9,0,0.25,0,2,0.2545454545454545,3.9285714285714284,0.07692307692307693,0.38461538461538464,25.454545454545453
26.0,12000,2,0.0,0,0,2700,10.99,1,0.23,0,4,0.225,4.444444444444445,0.15384615384615385,0.0,22.5
22.0,108000,3,6.0,1,1,23000,10.99,1,0.26,0,4,0.25925925925925924,3.857142857142857,0.18181818181818182,0.2727272727272727,25.925925925925924
23.0,140250,3,7.0,0,1,23000,11.11,0,0.19,0,2,0.18518518518518517,5.4,0.08695652173913043,0.30434782608695654,18.51851851851852
24.0,69000,3,2.0,2,0,23000,10.99,1,0.4,0,2,0.4,2.5,0.08333333333333333,0.08333333333333333,40.0
21.0,12000,0,5.0,0,4,3250,15.68,1,0.27,1,3,0.2708333333333333,3.6923076923076925,0.14285714285714285,0.23809523809523808,27.083333333333332
22.0,70000,3,4.0,1,2,23000,13.06,1,0.39,1,3,0.39285714285714285,2.5454545454545454,0.13636363636363635,0.18181818181818182,39.285714285714285
22.0,140250,2,6.0,4,1,23000,10.99,0,0.1,0,2,0.10416666666666667,9.6,0.09090909090909091,0.2727272727272727,10.416666666666668
26.0,73200,3,5.0,5,3,23000,15.62,1,0.37,1,2,0.36953551912568305,2.7060998151571165,0.07692307692307693,0.19230769230769232,36.95355191256831
24.0,83000,3,5.0,4,2,23000,13.49,1,0.33,1,2,0.3253012048192771,3.074074074074074,0.08333333333333333,0.20833333333333334,32.53012048192771
24.0,73399,3,0.0,5,3,23000,10.99,1,0.37,0,3,0.36785242305753485,2.7184814814814815,0.125,0.0,36.785242305753485
23.0,62500,3,7.0,3,1,23000,11.71,1,0.42,0,2,0.416,2.4038461538461537,0.08695652173913043,0.30434782608695654,41.6
23.0,120000,3,1.0,1,1,23000,12.69,0,0.21,0,3,0.21333333333333335,4.6875,0.13043478260869565,0.043478260869565216,21.333333333333336
24.0,12360,2,2.0,3,2,1600,13.57,0,0.13,0,3,0.12944983818770225,7.725,0.125,0.08333333333333333,12.944983818770226
22.0,60000,3,0.0,5,1,23000,10.99,1,0.42,0,3,0.4245833333333333,2.355250245338567,0.13636363636363635,0.0,42.45833333333333
25.0,140250,0,3.0,3,2,20000,14.27,0,0.09,1,4,0.08547008547008547,11.7,0.16,0.12,8.547008547008547
24.0,140250,2,8.0,2,1,20000,8.88,0,0.09,0,4,0.08547008547008547,11.7,0.16666666666666666,0.3333333333333333,8.547008547008547
26.0,140250,0,10.0,2,1,21600,12.18,0,0.09,0,3,0.09230769230769231,10.833333333333334,0.11538461538461539,0.38461538461538464,9.230769230769232
25.0,140250,0,6.0,0,3,11900,14.42,1,0.05,1,3,0.053845179272773346,18.57176470588235,0.12,0.24,5.384517927277335
26.0,140250,0,0.0,3,2,23000,14.17,0,0.11,1,2,0.10752688172043011,9.3,0.07692307692307693,0.0,10.75268817204301
25.0,140250,0,5.0,3,2,23000,13.99,0,0.15,0,4,0.15217391304347827,6.571428571428571,0.16,0.2,15.217391304347828
23.0,83000,3,7.0,1,1,23000,10.99,1,0.3,0,3,0.30481927710843376,3.280632411067194,0.13043478260869565,0.30434782608695654,30.481927710843376
22.0,12600,0,4.0,4,0,2000,5.42,1,0.16,0,4,0.15873015873015872,6.3,0.18181818181818182,0.18181818181818182,15.873015873015872
25.0,12600,2,3.0,4,2,1750,13.61,0,0.14,0,3,0.1388888888888889,7.2,0.12,0.12,13.88888888888889
21.0,42500,3,3.0,1,2,23000,12.73,1,0.44000000000000006,1,3,0.5882352941176471,1.7,0.14285714285714285,0.14285714285714285,58.82352941176471
24.0,41000,3,2.0,2,3,23000,10.99,1,0.44000000000000006,0,3,0.6097560975609756,1.64,0.125,0.08333333333333333,60.97560975609756
25.0,12816,2,0.0,0,2,3000,12.87,1,0.23,1,4,0.2340823970037453,4.272,0.16,0.0,23.40823970037453
24.0,12960,0,1.0,2,1,3650,9.91,1,0.28,0,3,0.2816358024691358,3.5506849315068494,0.125,0.041666666666666664,28.16358024691358
26.0,140250,0,4.0,2,1,20000,11.49,0,0.09,0,4,0.08849557522123894,11.3,0.15384615384615385,0.15384615384615385,8.849557522123893
25.0,140250,0,0.0,2,4,23000,19.91,0,0.13,1,2,0.13333333333333333,7.5,0.08,0.0,13.333333333333334
26.0,140250,0,6.0,1,1,23000,10.65,1,0.16,0,2,0.1643192488262911,6.085714285714285,0.07692307692307693,0.23076923076923078,16.431924882629108
24.0,140250,3,0.0,3,1,6000,10.99,0,0.03,0,4,0.02666666666666667,37.5,0.16666666666666666,0.0,2.666666666666667
24.0,12960,0,0.0,0,1,4500,11.83,1,0.35,0,4,0.3472222222222222,2.88,0.16666666666666666,0.0,34.72222222222222
23.0,12996,2,0.0,0,2,2400,13.49,1,0.18,1,2,0.18467220683287167,5.415,0.08695652173913043,0.0,18.467220683287167
22.0,42000,3,6.0,3,3,23000,14.59,1,0.44000000000000006,1,2,0.5952380952380952,1.68,0.09090909090909091,0.2727272727272727,59.523809523809526
26.0,48000,3,2.0,1,1,23000,9.64,1,0.44000000000000006,0,4,0.5208333333333334,1.92,0.15384615384615385,0.07692307692307693,52.083333333333336
25.0,12996,2,1.0,3,3,3600,14.59,1,0.28,0,3,0.2770083102493075,3.61,0.12,0.04,27.70083102493075
22.0,12996,2,1.0,1,1,4750,10.99,1,0.37,0,3,0.3654970760233918,2.736,0.13636363636363635,0.045454545454545456,36.54970760233918
25.0,42360,3,1.0,1,4,23000,16.35,1,0.44000000000000006,1,3,0.5901794145420207,1.6944,0.12,0.04,59.017941454202074
21.0,49000,3,4.0,1,1,23000,10.99,1,0.44000000000000006,0,2,0.5102040816326531,1.96,0.09523809523809523,0.19047619047619047,51.02040816326531
25.0,140250,0,0.0,5,5,23000,18.67,0,0.11,0,2,0.1111111111111111,9.0,0.08,0.0,11.11111111111111
26.0,140250,3,1.0,1,0,3000,9.32,0,0.01,0,4,0.013333333333333334,75.0,0.15384615384615385,0.038461538461538464,1.3333333333333335
23.0,140250,3,8.0,0,0,7500,8.63,0,0.03,0,2,0.03333333333333333,30.0,0.08695652173913043,0.34782608695652173,3.3333333333333335
26.0,140250,0,2.0,5,1,23000,10.08,0,0.11,0,2,0.1111111111111111,9.0,0.07692307692307693,0.07692307692307693,11.11111111111111
22.0,49464,3,5.0,4,1,23000,11.83,1,0.44000000000000006,0,3,0.5054180818372959,1.97856,0.13636363636363635,0.22727272727272727,50.541808183729586
23.0,50000,3,1.0,0,0,23000,7.9,1,0.44000000000000006,0,3,0.5,2.0,0.13043478260869565,0.043478260869565216,50.0
25.0,50000,3,4.0,2,0,23000,5.99,1,0.44000000000000006,0,2,0.5,2.0,0.08,0.16,50.0
24.0,44000,3,2.0,0,3,23000,15.33,1,0.44000000000000006,0,2,0.5681818181818182,1.76,0.08333333333333333,0.08333333333333333,56.81818181818182
23.0,50000,3,1.0,5,1,23000,11.83,1,0.44000000000000006,0,4,0.5,2.0,0.17391304347826086,0.043478260869565216,50.0
22.0,50004,3,0.0,5,1,23000,10.36,1,0.44000000000000006,0,2,0.49996000319974404,2.00016,0.09090909090909091,0.0,49.99600031997441
22.0,50004,3,3.0,5,2,23000,12.23,1,0.44000000000000006,0,3,0.49996000319974404,2.00016,0.13636363636363635,0.13636363636363635,49.99600031997441
22.0,52000,3,2.0,1,1,23000,11.11,1,0.44000000000000006,0,4,0.4807692307692308,2.08,0.18181818181818182,0.09090909090909091,48.07692307692308
23.0,13200,2,3.0,0,0,4950,7.9,1,0.38,0,4,0.375,2.6666666666666665,0.17391304347826086,0.13043478260869565,37.5
24.0,140250,0,1.0,1,1,23000,11.58,0,0.11,0,2,0.11363636363636363,8.8,0.08333333333333333,0.041666666666666664,11.363636363636363
23.0,140250,0,5.0,0,0,21000,8.9,0,0.1,0,3,0.09722222222222222,10.285714285714286,0.13043478260869565,0.21739130434782608,9.722222222222223
25.0,140250,0,2.0,1,3,23000,16.07,0,0.12,0,3,0.11574074074074074,8.64,0.12,0.08,11.574074074074074
26.0,140250,0,10.0,1,2,20000,14.22,0,0.09,1,2,0.09259259259259259,10.8,0.07692307692307693,0.38461538461538464,9.25925925925926
23.0,140250,0,7.0,3,2,23000,14.79,0,0.16,1,3,0.16279069767441862,6.142857142857143,0.13043478260869565,0.30434782608695654,16.27906976744186
26.0,140250,0,11.0,1,0,12000,7.88,0,0.06,0,2,0.05581395348837209,17.916666666666668,0.07692307692307693,0.4230769230769231,5.5813953488372094
23.0,52000,3,1.0,4,2,23000,13.22,1,0.44000000000000006,0,2,0.4807692307692308,2.08,0.08695652173913043,0.043478260869565216,48.07692307692308
26.0,46000,3,2.0,0,3,23000,11.86,1,0.44000000000000006,0,4,0.5434782608695652,1.84,0.15384615384615385,0.07692307692307693,54.347826086956516
22.0,53000,3,5.0,1,2,23000,13.43,1,0.44000000000000006,1,4,0.4716981132075472,2.12,0.18181818181818182,0.22727272727272727,47.16981132075472
26.0,47000,3,0.0,2,3,23000,15.28,1,0.44000000000000006,1,2,0.5319148936170213,1.88,0.07692307692307693,0.0,53.191489361702125
23.0,47000,3,1.0,5,4,23000,17.93,1,0.44000000000000006,0,2,0.5319148936170213,1.88,0.08695652173913043,0.043478260869565216,53.191489361702125
23.0,13200,0,2.0,1,1,1400,9.25,0,0.11,0,4,0.10606060606060606,9.428571428571429,0.17391304347826086,0.08695652173913043,10.606060606060606
21.0,13200,2,0.0,5,2,4500,12.98,1,0.34,0,4,0.3409090909090909,2.933333333333333,0.19047619047619047,0.0,34.090909090909086
22.0,140250,0,6.0,5,1,16000,10.62,0,0.08,0,4,0.0761904761904762,13.125,0.18181818181818182,0.2727272727272727,7.6190476190476195
26.0,140250,2,10.0,4,1,22000,11.83,0,0.1,0,4,0.10476190476190476,9.545454545454545,0.15384615384615385,0.38461538461538464,10.476190476190476
26.0,48000,3,5.0,5,5,23000,18.43,1,0.44000000000000006,0,2,0.5208333333333334,1.92,0.07692307692307693,0.19230769230769232,52.083333333333336
22.0,54996,3,6.0,1,1,23000,10.99,1,0.44000000000000006,0,4,0.4545785148010764,2.19984,0.18181818181818182,0.2727272727272727,45.45785148010764
24.0,55000,3,4.0,2,3,23000,10.99,1,0.44000000000000006,1,4,0.45454545454545453,2.2,0.16666666666666666,0.16666666666666666,45.45454545454545
23.0,55000,3,4.0,1,1,23000,11.36,1,0.44000000000000006,0,3,0.45454545454545453,2.2,0.13043478260869565,0.17391304347826086,45.45454545454545
23.0,55000,3,4.0,1,3,23000,15.65,1,0.44000000000000006,1,3,0.45454545454545453,2.2,0.13043478260869565,0.17391304347826086,45.45454545454545
24.0,55164,3,8.0,4,2,23000,13.22,1,0.44000000000000006,1,4,0.4531941121020956,2.20656,0.16666666666666666,0.3333333333333333,45.31941121020956
26.0,56000,3,4.0,0,2,23000,12.87,1,0.44000000000000006,0,2,0.44642857142857145,2.24,0.07692307692307693,0.15384615384615385,44.642857142857146
24.0,140250,2,8.0,3,2,20000,13.04,0,0.1,0,3,0.09828009828009827,10.175,0.125,0.3333333333333333,9.828009828009828
23.0,140250,0,5.0,1,5,22000,17.58,1,0.12,1,3,0.11578947368421053,8.636363636363637,0.13043478260869565,0.21739130434782608,11.578947368421053
23.0,13920,2,2.0,4,4,7750,17.04,1,0.44000000000000006,0,4,0.5567528735632183,1.7961290322580645,0.17391304347826086,0.08695652173913043,55.67528735632183
24.0,60000,3,0.0,4,1,23000,10.99,1,0.42,0,3,0.4166666666666667,2.4,0.125,0.0,41.66666666666667
24.0,60000,3,2.0,4,1,23000,11.11,1,0.42,0,3,0.4166666666666667,2.4,0.125,0.08333333333333333,41.66666666666667
26.0,54000,3,7.0,0,3,23000,14.83,1,0.44000000000000006,1,2,0.46296296296296297,2.16,0.07692307692307693,0.2692307692307692,46.2962962962963
23.0,14000,2,2.0,0,3,4000,10.99,1,0.29,0,3,0.2857142857142857,3.5,0.13043478260869565,0.08695652173913043,28.57142857142857
24.0,140250,3,8.0,3,1,12000,12.69,0,0.06,0,2,0.06,16.666666666666668,0.08333333333333333,0.3333333333333333,6.0
24.0,140250,0,8.0,2,2,12000,13.49,0,0.06,0,2,0.06,16.666666666666668,0.08333333333333333,0.3333333333333333,6.0
21.0,140250,0,5.0,1,2,16000,14.65,0,0.08,0,4,0.08,12.5,0.19047619047619047,0.23809523809523808,8.0
25.0,54000,3,3.0,2,4,23000,16.82,1,0.44000000000000006,0,4,0.46296296296296297,2.16,0.16,0.12,46.2962962962963
23.0,60000,3,3.0,4,2,23000,12.73,1,0.42,0,3,0.4166666666666667,2.4,0.13043478260869565,0.13043478260869565,41.66666666666667
23.0,60000,3,7.0,4,1,23000,10.25,1,0.42,0,4,0.4166666666666667,2.4,0.17391304347826086,0.30434782608695654,41.66666666666667
21.0,60000,3,6.0,1,1,23000,10.99,1,0.42,0,4,0.4166666666666667,2.4,0.19047619047619047,0.2857142857142857,41.66666666666667
25.0,61959,3,9.0,3,2,23000,12.73,1,0.4,0,2,0.4034926322245356,2.47836,0.08,0.36,40.34926322245356
22.0,56400,3,2.0,2,3,23000,14.96,1,0.44,1,3,0.4432624113475177,2.256,0.13636363636363635,0.09090909090909091,44.32624113475177
23.0,140250,0,7.0,1,0,23000,10.99,0,0.14,0,2,0.14,7.142857142857143,0.08695652173913043,0.30434782608695654,14.000000000000002
21.0,140250,0,2.0,0,2,23000,13.99,0,0.13,0,2,0.125,8.0,0.09523809523809523,0.09523809523809523,12.5
24.0,140250,0,3.0,5,0,23000,7.49,0,0.12,0,4,0.12,8.333333333333334,0.16666666666666666,0.125,12.0
26.0,140250,0,4.0,1,2,15000,14.79,0,0.07,0,3,0.075,13.333333333333334,0.11538461538461539,0.15384615384615385,7.5
25.0,140250,0,2.0,0,1,15500,11.99,0,0.08,0,2,0.0775,12.903225806451612,0.08,0.08,7.75
24.0,140250,3,8.0,1,0,10000,8.49,0,0.05,0,4,0.05,20.0,0.16666666666666666,0.3333333333333333,5.0
24.0,66000,3,3.0,1,1,23000,9.91,1,0.38,0,2,0.3787878787878788,2.64,0.08333333333333333,0.125,37.878787878787875
22.0,66000,3,6.0,1,2,23000,13.06,1,0.38,1,3,0.3787878787878788,2.64,0.13636363636363635,0.2727272727272727,37.878787878787875
22.0,140250,0,6.0,0,0,9000,6.17,0,0.04,0,4,0.045,22.22222222222222,0.18181818181818182,0.2727272727272727,4.5
40.5,140250,0,4.0,1,1,6000,11.86,0,0.03,0,2,0.03,33.333333333333336,0.013888888888888888,0.027777777777777776,3.0
25.0,140250,3,5.0,1,3,18000,16.32,0,0.09,0,3,0.09,11.11111111111111,0.12,0.2,9.0
25.0,140250,0,2.0,5,1,12000,10.38,0,0.06,0,2,0.06,16.666666666666668,0.08,0.08,6.0
25.0,140250,0,9.0,4,2,23000,14.35,0,0.12,0,3,0.11525,8.676789587852495,0.12,0.36,11.525
24.0,140250,0,8.0,0,1,20000,10.99,0,0.1,0,3,0.1,10.0,0.125,0.3333333333333333,10.0
24.0,60000,3,2.0,0,4,23000,10.99,1,0.42,1,2,0.4166666666666667,2.4,0.08333333333333333,0.08333333333333333,41.66666666666667
21.0,14400,2,0.0,2,1,3000,10.99,1,0.21,0,4,0.20833333333333334,4.8,0.19047619047619047,0.0,20.833333333333336
26.0,66996,3,10.0,4,3,23000,15.21,1,0.37,1,2,0.37315660636455905,2.67984,0.07692307692307693,0.38461538461538464,37.3156606364559
